Program,Week,Day,Order,Exercise,Sets,Reps,Tempo,Rest,RPE,Instruction
JackProgram,2.0,10.0,5.0,Plank Hold,3.0,45s,,60s,6.5,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,2.0,11.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,2.0,11.0,2.0,Steady Tempo Bike,1.0,23 min,,,6.0,"Continuous steady effort for 23 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,2.0,12.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,6.5,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,2.0,12.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,6.5,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,2.0,12.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,6.5,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,2.0,12.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,6.5,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,2.0,12.0,5.0,Farmer Carry,3.0,40m,,90s,6.5,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,2.0,13.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,2.0,13.0,2.0,Rowing Machine,3.0,2000m,,240s,8.0,3 x 2000m at 1:59 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,2.0,14.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,3.0,15.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,7.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,3.0,15.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,7.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,3.0,15.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,7.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,3.0,15.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,7.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,3.0,15.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,7.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,3.0,16.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,3.0,16.0,2.0,Air Bike Sprints,4.0,22 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 4 sets x 22 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,3.0,17.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,7.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,3.0,17.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,7.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,3.0,17.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,7.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,3.0,17.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,7.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,3.0,17.0,5.0,Plank Hold,3.0,45s,,60s,7.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,3.0,18.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,3.0,18.0,2.0,Steady Tempo Treadmill Run,1.0,26 min,,,6.0,"Continuous steady effort for 26 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,3.0,19.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,7.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,3.0,19.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,7.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,3.0,19.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,7.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,3.0,19.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,7.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,3.0,19.0,5.0,Farmer Carry,3.0,40m,,90s,7.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,3.0,20.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,3.0,20.0,2.0,Rowing Machine,4.0,2000m,,240s,8.0,4 x 2000m at 1:58 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,3.0,21.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,4.0,22.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,7.5,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,4.0,22.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,7.5,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,4.0,22.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,7.5,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,4.0,22.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,7.5,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,4.0,22.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,7.5,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,4.0,23.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,4.0,23.0,2.0,Self-Powered Treadmill Sprints,4.0,24 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 4 sets x 24 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,4.0,24.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,7.5,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,4.0,24.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,7.5,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,4.0,24.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,7.5,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,4.0,24.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,7.5,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,4.0,24.0,5.0,Plank Hold,3.0,45s,,60s,7.5,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,4.0,25.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,4.0,25.0,2.0,Steady Tempo Bike,1.0,29 min,,,7.0,"Continuous steady effort for 29 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,4.0,26.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,7.5,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,4.0,26.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,7.5,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,4.0,26.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,7.5,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,4.0,26.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,7.5,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,4.0,26.0,5.0,Farmer Carry,3.0,40m,,90s,7.5,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,4.0,27.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,4.0,27.0,2.0,Rowing Machine,4.0,2000m,,240s,8.0,4 x 2000m at 1:57 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,4.0,28.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,5.0,29.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,8.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,5.0,29.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,8.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,5.0,29.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,8.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,5.0,29.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,8.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,5.0,29.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,8.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,5.0,30.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,5.0,30.0,2.0,Air Bike Sprints,5.0,24 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 5 sets x 24 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,5.0,31.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,8.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,5.0,31.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,8.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,5.0,31.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,8.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,5.0,31.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,8.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,5.0,31.0,5.0,Plank Hold,3.0,45s,,60s,8.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,5.0,32.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,5.0,32.0,2.0,Steady Tempo Treadmill Run,1.0,32 min,,,7.0,"Continuous steady effort for 32 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,5.0,33.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,8.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,5.0,33.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,8.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,5.0,33.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,8.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,5.0,33.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,8.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,5.0,33.0,5.0,Farmer Carry,3.0,40m,,90s,8.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,5.0,34.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,5.0,34.0,2.0,Rowing Machine,5.0,2000m,,240s,8.0,5 x 2000m at 1:57 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,5.0,35.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,6.0,36.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,8.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,6.0,36.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,8.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,6.0,36.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,8.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,6.0,36.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,8.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,6.0,36.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,8.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,6.0,37.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,6.0,37.0,2.0,Self-Powered Treadmill Sprints,5.0,25 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 5 sets x 25 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,6.0,38.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,8.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,6.0,38.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,8.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,6.0,38.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,8.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,6.0,38.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,8.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,6.0,38.0,5.0,Plank Hold,3.0,45s,,60s,8.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,6.0,39.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,6.0,39.0,2.0,Steady Tempo Bike,1.0,35 min,,,7.0,"Continuous steady effort for 35 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,6.0,40.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,8.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,6.0,40.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,8.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,6.0,40.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,8.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,6.0,40.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,8.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,6.0,40.0,5.0,Farmer Carry,3.0,40m,,90s,8.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,6.0,41.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,6.0,41.0,2.0,Rowing Machine,5.0,2000m,,240s,8.0,5 x 2000m at 1:55 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,6.0,42.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,7.0,43.0,1.0,Leg Press,3.0,10.0,3-1-1-0,120s,5.0,70% of working weight. Focus on perfect form and control.
JackProgram,7.0,43.0,2.0,Dumbbell Bench Press,3.0,8.0,3-1-1-0,90s,5.0,"70% of working weight. Slow tempo, technique focus."
JackProgram,7.0,43.0,3.0,Cable Chest Fly,2.0,12.0,3-1-1-0,60s,5.0,"Light weight, focus on mind-muscle connection."
JackProgram,7.0,43.0,4.0,Plank Hold,2.0,30s,,60s,5.0,Easy hold. Focus on breathing and bracing.
JackProgram,7.0,44.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,7.0,44.0,2.0,Air Bike or Self-Powered Treadmill Sprints,2.0,15 kcal,,180s,7.0,"DELOAD: Half volume, no all-out effort. 70% intensity. Focus on form and breathing."
JackProgram,7.0,45.0,1.0,Romanian Deadlift,3.0,8.0,3-1-1-0,120s,5.0,70% of working weight. Perfect hip hinge pattern.
JackProgram,7.0,45.0,2.0,Lat Pulldown,3.0,10.0,3-1-1-0,90s,5.0,"70% of working weight. Full range of motion, slow negative."
JackProgram,7.0,45.0,3.0,Cable Face Pulls,2.0,15.0,2-2-1-0,60s,5.0,Light. Shoulder health and mobility focus.
JackProgram,7.0,45.0,4.0,Dead Hang,2.0,30s,,60s,5.0,"Relax shoulders, decompress spine. Grip work."
JackProgram,7.0,46.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,7.0,46.0,2.0,Easy Tempo Run or Bike,1.0,15 min,,,5.0,"DELOAD: Easy continuous effort. 50% of normal volume. Keep heart rate low, focus on breathing rhythm."
JackProgram,7.0,47.0,1.0,Goblet Squat,3.0,10.0,3-1-1-0,90s,5.0,"70% of working weight. Deep squat, focus on mobility."
JackProgram,7.0,47.0,2.0,Incline Dumbbell Press,2.0,10.0,3-1-1-0,90s,5.0,Light. Technique and range of motion focus.
JackProgram,7.0,47.0,3.0,Walking Lunges,2.0,10/leg,2-0-1-0,90s,5.0,Bodyweight or very light. Balance and stability focus.
JackProgram,7.0,47.0,4.0,Farmer Carry,2.0,30m,,90s,5.0,Moderate weight. Posture focus.
JackProgram,7.0,48.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,7.0,48.0,2.0,Rowing Machine,2.0,2000m,,300s,5.0,DELOAD: 2 x 2000m at easy pace (2:05+ per 500m). Rest 5 min. Focus on technique and breathing.
JackProgram,7.0,49.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,8.0,50.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,6.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,8.0,50.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,6.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,8.0,50.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,6.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,8.0,50.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,6.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,8.0,50.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,6.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,8.0,51.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,8.0,51.0,2.0,Self-Powered Treadmill Sprints,3.0,20 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 3 sets x 20 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,8.0,52.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,6.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,8.0,52.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,6.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,8.0,52.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,6.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,8.0,52.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,6.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,8.0,52.0,5.0,Plank Hold,3.0,45s,,60s,6.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,8.0,53.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,8.0,53.0,2.0,Steady Tempo Bike,1.0,20 min,,,6.0,"Continuous steady effort for 20 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,8.0,54.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,6.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,8.0,54.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,6.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,8.0,54.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,6.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,8.0,54.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,6.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,8.0,54.0,5.0,Farmer Carry,3.0,40m,,90s,6.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,8.0,55.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,8.0,55.0,2.0,Rowing Machine,3.0,2000m,,240s,8.0,3 x 2000m at 2:00 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,8.0,56.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,9.0,57.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,6.5,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,9.0,57.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,6.5,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,9.0,57.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,6.5,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,9.0,57.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,6.5,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,9.0,57.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,6.5,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,9.0,58.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,9.0,58.0,2.0,Air Bike Sprints,3.0,22 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 3 sets x 22 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,9.0,59.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,6.5,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,9.0,59.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,6.5,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,9.0,59.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,6.5,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,9.0,59.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,6.5,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,9.0,59.0,5.0,Plank Hold,3.0,45s,,60s,6.5,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,9.0,60.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,9.0,60.0,2.0,Steady Tempo Treadmill Run,1.0,23 min,,,6.0,"Continuous steady effort for 23 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,9.0,61.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,6.5,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,9.0,61.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,6.5,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,9.0,61.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,6.5,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,9.0,61.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,6.5,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,9.0,61.0,5.0,Farmer Carry,3.0,40m,,90s,6.5,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,9.0,62.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,9.0,62.0,2.0,Rowing Machine,3.0,2000m,,240s,8.0,3 x 2000m at 1:59 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,9.0,63.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,10.0,64.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,7.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,10.0,64.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,7.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,10.0,64.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,7.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,10.0,64.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,7.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,10.0,64.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,7.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,10.0,65.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,10.0,65.0,2.0,Self-Powered Treadmill Sprints,4.0,22 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 4 sets x 22 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,10.0,66.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,7.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,10.0,66.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,7.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,10.0,66.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,7.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
